,full_name,line,movie,year,words,neg,neu,pos,compound
6978,WANDA MAXIMOFF,Talk. And if you are wasting our time...,Avengers: Age of Ultron,2015,8,0.278,0.722,0.0,-0.4019
6979,ULTRON,Did you know this church is in the exact center of the city? The elders decreed it so that everyone could be equally close to God. I like that. The geometry of belief.  You're wondering why you can't look inside my head.,Avengers: Age of Ultron,2015,43,0.0,0.894,0.106,0.5574
6980,WANDA MAXIMOFF,"Sometimes it's hard. But sooner or later, every man shows himself.",Avengers: Age of Ultron,2015,11,0.107,0.893,0.0,-0.0516
6981,ULTRON,"Oh, I'm sure they do. But you needed something more than a man. That's why you let Stark take the scepter.",Avengers: Age of Ultron,2015,21,0.0,0.92,0.08,0.1655
6982,WANDA MAXIMOFF,"I didn't expect. But I saw Stark's fear, I knew it would control him, make him self-destruct.",Avengers: Age of Ultron,2015,17,0.249,0.751,0.0,-0.6486
6983,ULTRON,"Everyone creates the thing they dread. Men of peace create engines of war, invaders create avengers, people create...smaller people? Uh...children! I lost the word there. Children. Designed to supplant them, to help them...end.",Avengers: Age of Ultron,2015,33,0.2,0.522,0.278,0.3802
6984,WANDA MAXIMOFF,Is that why you've come? To end the Avengers?,Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
6985,ULTRON,"I've come to save the world. But also, yeah. We'll move out right away. This is a start, but there's something we need to begin the real work.",Avengers: Age of Ultron,2015,28,0.0,0.836,0.164,0.5994
6986,WANDA MAXIMOFF,All of these are... All of these are...,Avengers: Age of Ultron,2015,8,0.0,1.0,0.0,0.0
6987,ULTRON,"Me. I have what the Avengers never will. Harmony. They're discordant, disconnected. Stark's already got them turning on each other. And when you get inside the rest of their heads...",Avengers: Age of Ultron,2015,30,0.075,0.925,0.0,-0.3089
6988,PIETRO MAXIMOFF,Everyone's plan is not to kill them.,Avengers: Age of Ultron,2015,7,0.0,0.616,0.384,0.5773
6989,ULTRON,And make them martyrs? You need patience. Need to see the big picture.,Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
6990,PIETRO MAXIMOFF,"I don't see the big picture, I have a little picture. I take it out and look at it every day.",Avengers: Age of Ultron,2015,21,0.0,1.0,0.0,0.0
6991,ULTRON,You lost your parents in the bombings. I've seen the records.,Avengers: Age of Ultron,2015,11,0.187,0.813,0.0,-0.3182
6992,PIETRO MAXIMOFF,The records are not the picture.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
6993,WANDA MAXIMOFF,Pietro.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
6994,ULTRON,"No, please.",Avengers: Age of Ultron,2015,2,0.489,0.0,0.511,0.0258
6995,PIETRO MAXIMOFF,"We were ten years old, having dinner, the four of us. When the first shell hits, two floors below, it makes a hole in the floor. It's big. Our parents go in, and the whole building starts coming apart. I grab her, roll under the bed and the second shell hits. But, it doesn't go off. It just...sits there in the rubble, three feet from our faces. And on the side of the shell is painted one word...",Avengers: Age of Ultron,2015,78,0.0,1.0,0.0,0.0
6996,WANDA MAXIMOFF,Stark.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
6997,PIETRO MAXIMOFF,We were trapped two days.,Avengers: Age of Ultron,2015,5,0.459,0.541,0.0,-0.5267
6998,WANDA MAXIMOFF,"Every effort to save us, every shift in the bricks, I think, ""This will set it off."" We wait for two days for Tony Stark to kill us.",Avengers: Age of Ultron,2015,28,0.143,0.76,0.097,-0.3612
6999,PIETRO MAXIMOFF,I know what they are.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7000,ULTRON,"I wondered why only you two survived Strucker's experiments. Now I don't. We will make it right. You and I can hurt them.  But you will tear them apart, from the inside.",Avengers: Age of Ultron,2015,33,0.07,0.861,0.069,-0.0129
7001,MARIA HILL,"He's all over the globe. Robotics labs, weapons facilities, jet propulsion labs, reports of a metal man, or men, coming in and emptying the place.",Avengers: Age of Ultron,2015,25,0.17,0.83,0.0,-0.5423
7002,STEVE ROGERS,Fatalities?,Avengers: Age of Ultron,2015,1,1.0,0.0,0.0,-0.5994
7003,MARIA HILL,"Only when engaged. Mostly guys left in a fugue state going on about old memories, worst fears, and something too fast to see.",Avengers: Age of Ultron,2015,23,0.241,0.664,0.094,-0.6369
7004,STEVE ROGERS,"Maximoffs. Well, that makes sense he'd go to them, they have someone in common.",Avengers: Age of Ultron,2015,14,0.0,0.861,0.139,0.2732
7005,MARIA HILL,Not anymore.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7006,CLINT BARTON,"That's a negative. I answer to you. Yes, ma'am.",Avengers: Age of Ultron,2015,9,0.325,0.439,0.237,-0.25
7007,STEVE ROGERS,"Barton, we might have something.",Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7008,CLINT BARTON,Gotta go.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7009,STEVE ROGERS,Who was that?,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7010,CLINT BARTON,Girlfriend.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7011,TONY STARK,What's this?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7012,STEVE ROGERS,A message. Ultron killed Strucker.,Avengers: Age of Ultron,2015,5,0.6,0.4,0.0,-0.6705
7013,TONY STARK,"And he did a Banksy at the crime scene, just for us.",Avengers: Age of Ultron,2015,12,0.259,0.741,0.0,-0.5423
7014,NATASHA ROMANOFF,This is a smokescreen. Why send a message when you've just given a speech?,Avengers: Age of Ultron,2015,14,0.0,1.0,0.0,0.0
7015,STEVE ROGERS,Strucker knew something that Ultron wanted us to miss.,Avengers: Age of Ultron,2015,9,0.167,0.833,0.0,-0.1531
7016,NATASHA ROMANOFF,"Yeah, I bet he...  Yep. Everything we had on Strucker has been erased.",Avengers: Age of Ultron,2015,14,0.0,0.694,0.306,0.5267
7017,TONY STARK,Not everything.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7018,STEVE ROGERS,"Known associates. Well, Strucker had a lot of friends.",Avengers: Age of Ultron,2015,9,0.0,0.536,0.464,0.6369
7019,BRUCE BANNER,"Well, these people are all horrible.",Avengers: Age of Ultron,2015,6,0.365,0.417,0.219,-0.34
7020,TONY STARK,"Wait. I know that guy.  From back in the day. He operates off the African coast, black market arms.  There are conventions, alright? You meet people, I didn't sell him anything.  He was talking about finding something new, a game changer, it was all very ""Ahab.""",Avengers: Age of Ultron,2015,49,0.0,0.955,0.045,0.25
7021,THOR,This.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7022,TONY STARK,"Uh, it's a tattoo. I don't think he had it...",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7023,THOR,"No, those are tattoos, this is a brand.",Avengers: Age of Ultron,2015,8,0.268,0.732,0.0,-0.296
7024,BRUCE BANNER,"Oh, yeah. It's a word in an African dialect meaning thief, in a much less friendly way.",Avengers: Age of Ultron,2015,17,0.166,0.585,0.249,0.1796
7025,STEVE ROGERS,What dialect?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7026,BRUCE BANNER,Wakanada...? Wa...Wa...Wakanda.,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7027,TONY STARK,If this guy got out of Wakanda with some of their trade goods...,Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7028,STEVE ROGERS,I thought your father said he got the last of it?,Avengers: Age of Ultron,2015,11,0.0,1.0,0.0,0.0
7029,BRUCE BANNER,I don't follow. What comes out of Wakanda?,Avengers: Age of Ultron,2015,8,0.0,1.0,0.0,0.0
7030,TONY STARK,The strongest metal on earth.,Avengers: Age of Ultron,2015,5,0.0,0.58,0.42,0.4404
7031,STEVE ROGERS,Where is this guy now?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7032,ULYSSES KLAUE,"Don't tell me your man swindled you. I sent you six short range heat seekers and got a boat full of rusted parts. Now, you will make it right, or the next missile I send you will come very much faster.  Now, minister, where were we?  Yeah. The enhanced. Strucker's prize pupils.  Want a candy? Oh, sorry to hear about Strucker. But then, he knew what kind of world he was helping create. Human life, not a growth market.  You...you didn't know? Is this your first time intimidating someone? I'm afraid that I'm not that afraid.",Avengers: Age of Ultron,2015,100,0.076,0.813,0.111,0.3682
7033,WANDA MAXIMOFF,Everybody's afraid of something.,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7034,ULYSSES KLAUE,"Cuttlefish. Deep sea fish. They make lights. disco lights. Whoom, whoom, whoom! to hypnotize their prey, then whoom! I saw a documentary, it was terrifying.  So if you're going to fiddle with my brain, and make me see a giant cuttlefish, then I know you don't do business, and I know you're not in charge, and I only deal with the man in charge.",Avengers: Age of Ultron,2015,65,0.07,0.93,0.0,-0.6467
7035,ULTRON,"There is no ""man"" in charge. Let's talk business.  Upon this rock I will build my church. Vibranium.",Avengers: Age of Ultron,2015,19,0.121,0.879,0.0,-0.296
7036,ULYSSES KLAUE,"You know, it came at great personal cost. It's worth billions.",Avengers: Age of Ultron,2015,11,0.0,0.6,0.4,0.7184
7037,ULTRON,"Now, so are you. It's all under your dummy holdings? Finance is so weird. But I always say, ""Keep your friends rich and your enemies rich, and wait to find out which is which.""",Avengers: Age of Ultron,2015,34,0.124,0.585,0.291,0.8759
7038,ULYSSES KLAUE,Stark.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7039,ULTRON,What?,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7040,ULYSSES KLAUE,Tony Stark used to say that...to me. You're one of his.,Avengers: Age of Ultron,2015,11,0.0,1.0,0.0,0.0
7041,ULTRON,"What?! I'm not...!  I'm not. You think I'm one of Stark's puppets, his hollow men? I mean look at me, do I look like Iron Man? Stark is nothing!  I'm sorry. I am sor... Ooh, I'm sure that's going to be okay. I'm sorry, it's just I don't understand. Don't compare me with Stark! he's a sickness!",Avengers: Age of Ultron,2015,59,0.0,0.812,0.188,0.8339
7042,TONY STARK,"Ahh, Junior.  You're gonna break your old man's heart.",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7043,ULTRON,If I have to.,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7044,THOR,We don't have to break anything.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7045,ULTRON,Clearly you've never made an omelet.,Avengers: Age of Ultron,2015,6,0.0,0.649,0.351,0.4019
7046,TONY STARK,He beat me by one second.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7047,PIETRO MAXIMOFF,"Ah, this is funny, Mr. Stark. It's what, comfortable? Like old times?",Avengers: Age of Ultron,2015,12,0.0,0.498,0.502,0.8426
7048,TONY STARK,This was never my life.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7049,STEVE ROGERS,You two can still walk away from this.,Avengers: Age of Ultron,2015,8,0.0,1.0,0.0,0.0
7050,WANDA MAXIMOFF,"Oh, we will.",Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7051,STEVE ROGERS,I know you've suffered.,Avengers: Age of Ultron,2015,4,0.615,0.385,0.0,-0.4939
7052,ULTRON,"Uuughh! Captain America. God's righteous man, pretending you could live without a war. I can't physically throw up in my mouth, but...",Avengers: Age of Ultron,2015,22,0.0,0.788,0.212,0.5911
7053,THOR,"If you believe in peace, then let us keep it.",Avengers: Age of Ultron,2015,10,0.0,0.72,0.28,0.5423
7054,ULTRON,I think you're confusing peace with quiet.,Avengers: Age of Ultron,2015,7,0.202,0.426,0.372,0.3818
7055,TONY STARK,Yuh-huh. What's the Vibranium for?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7056,ULTRON,"I'm glad you asked that, because I wanted to take this time to explain my evil plan!",Avengers: Age of Ultron,2015,17,0.216,0.645,0.138,-0.4003
7057,ULYSSES KLAUE,Shoot them!,Avengers: Age of Ultron,2015,2,0.729,0.271,0.0,-0.4003
7058,KLAUE'S MERCENARY,Which ones?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7059,ULYSSES KLAUE,All of them!,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7060,KLAUE'S MERCENARY,"Move, move, move!",Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7061,STEVE ROGERS,"Stay down, kid!",Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7062,ULTRON,It's time for some mind games.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7063,BRUCE BANNER,"Guys, is this a Code Green?",Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7064,STEVE ROGERS,Thor! Status?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7065,THOR,"The girl tried to warp my mind. Take special care, I doubt a human could keep her at bay. Fortunately, I am mighty.",Avengers: Age of Ultron,2015,23,0.098,0.669,0.232,0.5267
7066,ULTRON,This is going very well.,Avengers: Age of Ultron,2015,5,0.0,0.626,0.374,0.3384
7067,CLINT BARTON,"I've done the whole mind control thing. Not a fan.  Yeah, you better run.  Whoever's standing, we gotta move! Guys?",Avengers: Age of Ultron,2015,22,0.18,0.694,0.126,0.088
7068,BALLET INSTRUCTOR,Again.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7069,NATASHA ROMANOFF,You'll break them.,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7070,MADAME B,Only the breakable ones. You are made of marble. We'll celebrate after the graduation ceremony.,Avengers: Age of Ultron,2015,15,0.0,0.791,0.209,0.5719
7071,NATASHA ROMANOFF,What if I fail?,Avengers: Age of Ultron,2015,4,0.636,0.364,0.0,-0.5423
7072,MADAME B,You never fail.,Avengers: Age of Ultron,2015,3,0.0,0.412,0.588,0.431
7073,PEGGY CARTER,Are you ready for our dance?,Avengers: Age of Ultron,2015,6,0.0,0.667,0.333,0.3612
7074,HEIMDALL,Is it him? Is that the first son of Odin?,Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7075,THOR,"Heimdall, your eyes?!",Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7076,HEIMDALL,"Oh, they see everything. They see you leading us to Hel. Wake up!",Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7077,PEGGY CARTER,"The war's over, Steve. We can go home. Imagine it!",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7078,THOR,I can still save you.,Avengers: Age of Ultron,2015,5,0.0,0.484,0.516,0.4939
7079,HEIMDALL,"We are all dead. Can you not see?  You're a destroyer, Odinson. See where your power leads.",Avengers: Age of Ultron,2015,18,0.207,0.674,0.119,-0.4253
7080,MADAME B,Sloppy. Pretending to fail. The ceremony is necessary for you to take your place in the world.,Avengers: Age of Ultron,2015,17,0.176,0.754,0.07,-0.4767
7081,NATASHA ROMANOFF,I have no place in the world.,Avengers: Age of Ultron,2015,7,0.306,0.694,0.0,-0.296
7082,MADAME B,Exactly.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7083,PIETRO MAXIMOFF,What can I do?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7084,WANDA MAXIMOFF,"Ah, it hurts.",Avengers: Age of Ultron,2015,3,0.608,0.392,0.0,-0.4767
7085,PIETRO MAXIMOFF,I'm gonna kill him. I'll be right back.,Avengers: Age of Ultron,2015,8,0.402,0.598,0.0,-0.6908
7086,WANDA MAXIMOFF,No. I'm over it. I want...I want to finish the plan.  I want the big one.,Avengers: Age of Ultron,2015,17,0.139,0.696,0.165,-0.1531
7087,ULTRON,"Ah, the Vibranium's getting away.",Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7088,TONY STARK,And you're not going anywhere.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7089,ULTRON,"Of course not, I'm already there. You'll catch on. But first, you might need to catch Dr. Banner.",Avengers: Age of Ultron,2015,18,0.0,1.0,0.0,0.0
7090,TONY STARK,"News or footage, keyword: Hulk.  Natasha, I could really use a lullaby.",Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7091,CLINT BARTON,"Well, that's not gonna happen. Not for a while. The whole team is down, you got no back up here.",Avengers: Age of Ultron,2015,20,0.103,0.798,0.099,-0.0258
7092,TONY STARK,"I'm calling in VERONICA.  Alright everybody, stand down!  You listening? That little witch is messing with your mind. You're stronger than her, you're smarter than her, you're Bruce Banner.  Right, right, right! Don't mention puny Banner.  Okay.  In the back? Dick move, Banner.  VERONICA, gimme a hand.  Go to sleep, go to sleep, go to sleep!  Okay, pal, we're gonna get you out of town.  No, not that way, not that way!  Come on, Bruce! You gotta work with me!   Everybody out! Going to get ugly!  I'm sorry.  Damage report.  That's comprehensive. Show me something.  How quickly can we buy this building?",Avengers: Age of Ultron,2015,118,0.127,0.722,0.15,0.4217
7093,MARIA HILL,"The news is loving you guys. Nobody else is. There's been no official call for Banner's arrest, but it's in the air.",Avengers: Age of Ultron,2015,22,0.133,0.768,0.099,0.0387
7094,TONY STARK,Stark Relief Foundation?,Avengers: Age of Ultron,2015,3,0.0,0.392,0.608,0.4767
7095,MARIA HILL,Already on the scene. How's the team?,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7096,TONY STARK,Everyone's...we took a hit. We'll shake it off.,Avengers: Age of Ultron,2015,8,0.221,0.779,0.0,-0.1779
7097,MARIA HILL,"Well for now I'd stay in stealth mode, and stay away from here.",Avengers: Age of Ultron,2015,13,0.09,0.764,0.146,0.2023
7098,TONY STARK,"So, run and hide?",Avengers: Age of Ultron,2015,4,0.396,0.604,0.0,-0.2415
7099,MARIA HILL,"Until we can find Ultron, I don't have a lot else to offer.",Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7100,TONY STARK,"Neither do we.   Hey, you wanna switch out?",Avengers: Age of Ultron,2015,10,0.0,1.0,0.0,0.0
7101,CLINT BARTON,"No, I'm good. If you wanna get some kip, now's a good time, cause we're still a few hours out.",Avengers: Age of Ultron,2015,20,0.096,0.652,0.252,0.5574
7102,TONY STARK,A few hours from where?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7103,CLINT BARTON,A safe house.,Avengers: Age of Ultron,2015,3,0.0,0.256,0.744,0.4404
7104,THOR,What is this place?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7105,TONY STARK,A safe house?,Avengers: Age of Ultron,2015,3,0.0,0.256,0.744,0.4404
7106,CLINT BARTON,"Let's hope.  Honey, I'm home. Hi. Company. Sorry I didn't call ahead.",Avengers: Age of Ultron,2015,13,0.098,0.682,0.22,0.3818
7107,LAURA BARTON,Hey.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7108,TONY STARK,This is an agent of some kind.,Avengers: Age of Ultron,2015,7,0.0,0.638,0.362,0.5267
7109,CLINT BARTON,"Gentleman, this is Laura.",Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7110,LAURA BARTON,I know all your names.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7111,CLINT BARTON,"Ooh, incoming.",Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7112,LILA BARTON,Dad!,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7113,CLINT BARTON,"I see her!  Hey, buddy! How you guys doing? Ooh...",Avengers: Age of Ultron,2015,11,0.0,1.0,0.0,0.0
7114,TONY STARK,These are...smaller agents.,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7115,CLINT BARTON,"Look at your face! Oh, my goodness!",Avengers: Age of Ultron,2015,7,0.0,0.626,0.374,0.555
7116,LILA BARTON,Did you bring Auntie Nat?,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7117,NATASHA ROMANOFF,Why don't you hug her and find out?,Avengers: Age of Ultron,2015,8,0.267,0.733,0.0,-0.3724
7118,STEVE ROGERS,Sorry for barging in on you.,Avengers: Age of Ultron,2015,6,0.206,0.794,0.0,-0.0772
7119,TONY STARK,"Yeah, we would have called ahead, but we were busy having no idea that you existed.",Avengers: Age of Ultron,2015,16,0.152,0.761,0.087,-0.296
7120,CLINT BARTON,"Yeah, well Fury helped me set this up when I joined. He kept it off SHIELD's files, I'd like to keep it that way. I figure it's a good place to lay low.",Avengers: Age of Ultron,2015,33,0.147,0.608,0.246,0.4404
7121,LAURA BARTON,"Honey. Ah, I missed you.",Avengers: Age of Ultron,2015,5,0.423,0.577,0.0,-0.296
7122,NATASHA ROMANOFF,"How's little Natasha, huh?",Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7123,LAURA BARTON,She's…Nathaniel.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7124,NATASHA ROMANOFF,Traitor.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7125,STEVE ROGERS,Thor.,Avengers: Age of Ultron,2015,1,0.0,1.0,0.0,0.0
7126,THOR,"I saw something in that dream. I need answers, I won't find them here.",Avengers: Age of Ultron,2015,14,0.0,0.833,0.167,0.25
7127,PEGGY CARTER,We can go home.,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7128,CLINT BARTON,"See, you worried for nothing. Can't even feel the difference, can you?",Avengers: Age of Ultron,2015,12,0.167,0.833,0.0,-0.296
7129,LAURA BARTON,"If they're sleeping here, some of them are gonna have to double up.",Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7130,CLINT BARTON,"Yeah, that's not gonna sell.",Avengers: Age of Ultron,2015,5,0.0,0.645,0.355,0.296
7131,LAURA BARTON,What about Nat and Dr. Banner? How long has that been going on?,Avengers: Age of Ultron,2015,13,0.0,1.0,0.0,0.0
7132,CLINT BARTON,Has what?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7133,LAURA BARTON,You are so cute.,Avengers: Age of Ultron,2015,4,0.0,0.437,0.563,0.5949
7134,CLINT BARTON,Nat and...and Banner?,Avengers: Age of Ultron,2015,3,0.0,1.0,0.0,0.0
7135,LAURA BARTON,"I'll explain when you're older, Hawkeye.",Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7136,CLINT BARTON,Oh. Okay.,Avengers: Age of Ultron,2015,2,0.0,0.345,0.655,0.2263
7137,LAURA BARTON,"It's bad, right? Nat seems really shaken.",Avengers: Age of Ultron,2015,7,0.505,0.495,0.0,-0.624
7138,CLINT BARTON,"Ultron has these allies, these uh, kids, they're punks really. They carry a big damn stick and Nat took a serious hit. Someone's gonna have to teach 'em some manners.",Avengers: Age of Ultron,2015,30,0.133,0.867,0.0,-0.4588
7139,LAURA BARTON,"And that someone be you. You know I totally support your Avenging, I couldn't be prouder. But I see those guys, those ""Gods""...",Avengers: Age of Ultron,2015,23,0.083,0.825,0.092,0.0471
7140,CLINT BARTON,You don't think they need me.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7141,LAURA BARTON,I think they do. Which is a lot scarier. They're a mess.,Avengers: Age of Ultron,2015,12,0.238,0.762,0.0,-0.3612
7142,CLINT BARTON,Yeah. I guess they're my mess.,Avengers: Age of Ultron,2015,6,0.325,0.39,0.286,-0.0772
7143,LAURA BARTON,"You need to be sure that this team is really a team and that they have your back. Things are changing for us. In a few months time, you and me are gonna be outnumbered. I need...just be sure.",Avengers: Age of Ultron,2015,39,0.0,0.881,0.119,0.5574
7144,CLINT BARTON,"Yes, ma'am.",Avengers: Age of Ultron,2015,2,0.0,0.27,0.73,0.4019
7145,LAURA BARTON,I can feel the difference.,Avengers: Age of Ultron,2015,5,0.0,1.0,0.0,0.0
7146,ULTRON,"Scream, and your entire staff dies. I could've killed you, Helen, the night we met. I didn't.",Avengers: Age of Ultron,2015,17,0.356,0.644,0.0,-0.802
7147,DR. HELEN CHO,Do you expect a thank you note?,Avengers: Age of Ultron,2015,7,0.0,0.667,0.333,0.3612
7148,ULTRON,I expect you to know why.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7149,DR. HELEN CHO,"The Cradle.  ""This is the next thing, Tony.""",Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
7150,ULTRON,This...is the next me.,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7151,DR. HELEN CHO,"The regeneration cradle prints tissue, it can't build a living body.",Avengers: Age of Ultron,2015,11,0.0,1.0,0.0,0.0
7152,ULTRON,"It can, you can. You lack the materials. You're a brilliant woman, Helen. But we all have room to improve.",Avengers: Age of Ultron,2015,20,0.069,0.669,0.262,0.6808
7153,BRUCE BANNER,I didn't realize you were waiting.,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7154,NATASHA ROMANOFF,"I would've joined you, but uh, it didn't seem like the right time.",Avengers: Age of Ultron,2015,13,0.195,0.805,0.0,-0.395
7155,BRUCE BANNER,They used up all the hot water.,Avengers: Age of Ultron,2015,7,0.0,1.0,0.0,0.0
7156,NATASHA ROMANOFF,I should've joined you.,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7157,BRUCE BANNER,Missed our window.,Avengers: Age of Ultron,2015,3,0.524,0.476,0.0,-0.296
7158,NATASHA ROMANOFF,Did we?,Avengers: Age of Ultron,2015,2,0.0,1.0,0.0,0.0
7159,BRUCE BANNER,"The world just saw the Hulk. The real Hulk, for the first time. You know I have to leave.",Avengers: Age of Ultron,2015,19,0.066,0.934,0.0,-0.0516
7160,NATASHA ROMANOFF,"But you assume that I have to stay? I had this, um, dream. The kind that seems normal at the time, but when you wake...",Avengers: Age of Ultron,2015,25,0.0,0.747,0.253,0.7964
7161,BRUCE BANNER,What did you dream?,Avengers: Age of Ultron,2015,4,0.0,0.6,0.4,0.25
7162,NATASHA ROMANOFF,That I was an Avenger. That I was anything more than the assassin they made me.,Avengers: Age of Ultron,2015,16,0.0,1.0,0.0,0.0
7163,BRUCE BANNER,I think you're being hard on yourself.,Avengers: Age of Ultron,2015,7,0.219,0.781,0.0,-0.1027
7164,NATASHA ROMANOFF,Here I was hoping that was your job.,Avengers: Age of Ultron,2015,8,0.0,0.682,0.318,0.4215
7165,BRUCE BANNER,What are you doing?,Avengers: Age of Ultron,2015,4,0.0,1.0,0.0,0.0
7166,NATASHA ROMANOFF,"I'm running with it, with you. If running's the plan, as far as you want.",Avengers: Age of Ultron,2015,15,0.0,0.915,0.085,0.0772
7167,BRUCE BANNER,Are you out of your mind?,Avengers: Age of Ultron,2015,6,0.0,1.0,0.0,0.0
7168,NATASHA ROMANOFF,I want you to understand that I'm...,Avengers: Age of Ultron,2015,7,0.0,0.794,0.206,0.0772
7169,BRUCE BANNER,"Natasha, where can I go? Where in the world am I not a threat?",Avengers: Age of Ultron,2015,14,0.0,0.761,0.239,0.4829
7170,NATASHA ROMANOFF,You're not a threat to me.,Avengers: Age of Ultron,2015,6,0.0,0.59,0.41,0.4168
7171,BRUCE BANNER,"You sure? Even if I didn't just...there's no future with me. I can't ever...I can't have this, kids, do the math, I physically can't.",Avengers: Age of Ultron,2015,24,0.0,0.819,0.181,0.4919
7172,NATASHA ROMANOFF,"Neither can I. In the Red Room, where I was trained, where I was raised, um, they have a graduation ceremony. They sterilize you. It's efficient. One less thing to worry about. The one thing that might matter more than a mission. It makes everything easier. Even killing.  You still think you're the only monster on the team?",Avengers: Age of Ultron,2015,59,0.112,0.781,0.107,-0.3262
7173,BRUCE BANNER,"What, so we disappear?",Avengers: Age of Ultron,2015,4,0.421,0.579,0.0,-0.2911
7174,TONY STARK,Thor didn't say where he was going for answers?,Avengers: Age of Ultron,2015,9,0.0,1.0,0.0,0.0
