,full_name,line,movie,compound
575,TONY STARK,"SHIELD.  Actually, Hydra.  But we didn’t know that yet. ",Avengers: Endgame,0.0
576,TONY STARK,You’re small but you’re talking loud.,Avengers: Endgame,0.0
577,LOKI/STEVE,"“I’m on my way down to coordinate search and rescue.”  I mean, really, how do you keep your food down? ",Avengers: Endgame,0.0
578,A1 TONY,"One sec, just packing my lunch. ",Avengers: Endgame,0.0
579,TONY STARK,"All right, you’re up, Little Buddy. There’s our stone.",Avengers: Endgame,0.0
580,SCOTT LANG,All right.  Flick me.,Avengers: Endgame,0.0
581,A1 HULK,Hulk take stairs.,Avengers: Endgame,0.0
582,TONY STARK,Already on my way.,Avengers: Endgame,0.0
583,STEVE ROGERS,Change of plans.,Avengers: Endgame,0.0
584,BROCK RUMLOW,Cap.,Avengers: Endgame,0.0
585,STEVE ROGERS,Rumlow. I got a call from the Secretary’s office.  I’m going to be running point on the scepter.,Avengers: Endgame,0.0
586,JAPSER SITWELL,Sir?  I don’t understand-,Avengers: Endgame,0.0
587,JAPSER SITWELL,I’ll have to check with the Director-,Avengers: Endgame,0.0
588,A1 HULK,SO MANY STAIRS!,Avengers: Endgame,0.0
589,SCOTT LANG,Bombs away. Is that...Axe body spray?,Avengers: Endgame,0.0
590,SCOTT LANG,I’m going inside you...,Avengers: Endgame,0.0
591,ALEXANDER PIERCE,Mind if I ask where you’re going?,Avengers: Endgame,0.0
592,A1 THOR,"We were thinking lunch, then Asgard.  And you are? ",Avengers: Endgame,0.0
593,A1 THOR,"Loki will answer to Odin, himself. ",Avengers: Endgame,0.0
594,ALEXANDER PIERCE,Just give me the case.,Avengers: Endgame,0.0
595,TONY STARK,"Move it, Stuart Little.  Things are getting dicey out here",Avengers: Endgame,0.0
596,SCOTT LANG,That doesn’t actually sound minor-,Avengers: Endgame,0.0
597,TONY STARK,Window’s closing.  Pull my plug.,Avengers: Endgame,0.0
598,SCOTT LANG,Here goes...,Avengers: Endgame,0.0
599,ALEXANDER PIERCE,Stark? MEDIC!,Avengers: Endgame,0.0
600,TONY STARK,Meet me in the alley.  I’m just gonna grab a slice at Famous Ray’s-,Avengers: Endgame,0.0
601,SCOTT LANG,"That wasn’t supposed to happen, was it? ",Avengers: Endgame,0.0
602,A1 THOR,WHERE’S LOKI?,Avengers: Endgame,0.0
603,STEVE ROGERS,Tony?  What’s going on?  Tell me you got that cube-,Avengers: Endgame,0.0
604,STEVE ROGERS,Forgot about that one.,Avengers: Endgame,0.0
605,A1 STEVE,I can do this all day-,Avengers: Endgame,0.0
606,A1 STEVE,Where’d you get this?,Avengers: Endgame,0.0
607,STEVE ROGERS,PX.  Camp Lehigh.  1943.,Avengers: Endgame,0.0
608,A1 STEVE,You’ve got a lot of nerve.,Avengers: Endgame,0.0
609,ANCIENT ONE,"And yet, you’re the one currently standing in the middle of my hydrangeas.",Avengers: Endgame,0.0
610,ANCIENT ONE,What did you say?,Avengers: Endgame,0.0
611,ANCIENT ONE,Willingly?  Why?,Avengers: Endgame,0.0
612,BRUCE BANNER,Then he must have had a reason.,Avengers: Endgame,0.0
613,ANCIENT ONE,"I’m counting on you, Bruce. We all are. ",Avengers: Endgame,0.0
614,THANOS,Run diagnostics.  Show me her memory file.,Avengers: Endgame,0.0
615,THANOS,Impossible.,Avengers: Endgame,0.0
616,EBONY MAW,This duplicate carries a time stamp...from nine years in the future.,Avengers: Endgame,0.0
617,THANOS,Where is this “other Nebula?”,Avengers: Endgame,0.0
618,EBONY MAW,In our solar system.  On Morag.,Avengers: Endgame,0.0
619,THANOS,Can you access her?,Avengers: Endgame,0.0
620,THANOS,Search the duplicate’s memory for Infinity Stones.,Avengers: Endgame,0.0
621,BRUCE BANNER,-the Stones have been in a lot of places throughout history.,Avengers: Endgame,0.0
622,CLINT BARTON,Which means we’ve got to pick our targets.,Avengers: Endgame,0.0
623,STEVE ROGERS,Exactly.  Let’s start here-,Avengers: Endgame,0.0
624,GAMORA,Terrans?,Avengers: Endgame,0.0
625,THANOS,"Avengers.  Unruly wretches. What’s this reflection.  Amplify this, Maw. ",Avengers: Endgame,0.0
626,GAMORA,I don’t understand.  Two Nebulas?,Avengers: Endgame,0.0
627,FRIGGA,What are you doing?,Avengers: Endgame,0.0
628,THOR,Mother!  What?  Nothing.  Hello.,Avengers: Endgame,0.0
629,THOR,"Oh, that.  You remember the...Battle of Harokin.  I took a...broadsword to the face?",Avengers: Endgame,0.0
630,FRIGGA,"Oh.  You’re not the Thor I know at all, are you? ",Avengers: Endgame,0.0
631,THOR,I didn’t say I was from the future...,Avengers: Endgame,0.0
632,FRIGGA,Thor...,Avengers: Endgame,0.0
633,THOR,I’m totally from the future.,Avengers: Endgame,0.0
634,THOR,I need to talk to you.,Avengers: Endgame,0.0
635,FRIGGA,We can talk.,Avengers: Endgame,0.0
636,FRIGGA,"Quite a colossal one, by the sound of it. ",Avengers: Endgame,0.0
637,ROCKET,I got it I got it I got it!,Avengers: Endgame,0.0
638,THOR,"Mum, I have to tell you something- ",Avengers: Endgame,0.0
639,THOR,But your future-,Avengers: Endgame,0.0
640,FRIGGA,Is none of my business.,Avengers: Endgame,0.0
641,ROCKET,"Hi.  You must be Mom. I got the thing.  Come on, we gotta move-",Avengers: Endgame,0.0
642,ROCKET,Three...two-,Avengers: Endgame,0.0
643,ROCKET,What am I looking at?,Avengers: Endgame,0.0
644,FRIGGA,Sometimes it takes a second.,Avengers: Endgame,0.0
645,FRIGGA,"Goodbye, Son.",Avengers: Endgame,0.0
646,JAMES RHODES,What is that?,Avengers: Endgame,0.0
647,JAMES RHODES,"Hang on.  This would be about the time the spikes come out, you know, with the skeletons still on them? ",Avengers: Endgame,0.0
648,NEBULA,What are you talking about?,Avengers: Endgame,0.0
649,NATASHA ROMANOFF,Where are the stones?,Avengers: Endgame,0.0
650,THANOS,Gone.  Reduced to atoms.,Avengers: Endgame,0.0
651,BRUCE BANNER,You used them two days ago!,Avengers: Endgame,0.0
652,GAMORA,What did you do to them?,Avengers: Endgame,0.0
653,GAMORA,The stones.,Avengers: Endgame,0.0
654,EBONY MAW,Sire.  This is your future?,Avengers: Endgame,0.0
655,THANOS,My destiny.,Avengers: Endgame,0.0
656,EBONY MAW,Sire.  Your daughter is a traitor.,Avengers: Endgame,0.0
657,SCOTT LANG,You said we only had one shot. This was our shot.  We shot it.  It was six stones or nothing!  Six stones-,Avengers: Endgame,0.0
658,STEVE ROGERS,Loki could be anywhere in the universe.  We’d be old men before we found him. What other options did we have on the Tesseract?,Avengers: Endgame,0.0
659,STEVE ROGERS,"But if we don’t try, nobody else comes home, either. ",Avengers: Endgame,0.0
660,TONY STARK,"I got it!  There’s another way to re-take the Tesseract, and acquire new particles. Military installation, Garden State.",Avengers: Endgame,0.0
661,STEVE ROGERS,When were they both there?,Avengers: Endgame,0.0
662,TONY STARK,I have a vaguely exact idea.,Avengers: Endgame,0.0
663,SCOTT LANG,"Hang on, what’s in New Jersey? ",Avengers: Endgame,0.0
664,TONY STARK,"I know they were there, and I know how I know. ",Avengers: Endgame,0.0
665,SCOTT LANG,Wait!  What are you improvising?,Avengers: Endgame,0.0
666,STEVE ROGERS,"Scott, take this back to the Compound. ",Avengers: Endgame,0.0
667,TONY STARK,"All right, suits on.  Try these coordinates. 04-07-19-70... ",Avengers: Endgame,0.0
668,SCOTT LANG,"Steve- Cap- Captain America, if you do this and he’s wrong...you’re not coming back.",Avengers: Endgame,0.0
669,STEVE ROGERS,I do.,Avengers: Endgame,0.0
670,TONY STARK,"You weren’t actually born here, right?",Avengers: Endgame,0.0
671,STEVE ROGERS,The idea of me was.,Avengers: Endgame,0.0
672,STEVE ROGERS,In plain sight.,Avengers: Endgame,0.0
673,FEMALE SHIELD AGENT,You new here?,Avengers: Endgame,0.0
674,STEVE ROGERS,Not exactly.,Avengers: Endgame,0.0
675,HOWARD STARK,"Hey, Arnim, you in here? Hey, I’m looking for Dr. Zola.  You seen him? ",Avengers: Endgame,0.0
676,HOWARD STARK,I know you?,Avengers: Endgame,0.0
677,HOWARD STARK,That so?  Got a name?,Avengers: Endgame,0.0
678,TONY STARK,Howard...,Avengers: Endgame,0.0
679,TONY STARK,Potts.,Avengers: Endgame,0.0
680,HOWARD STARK,"I’m Howard Stark. You seem a little green around the gills, Potts.  Need some air? ",Avengers: Endgame,0.0
681,TONY STARK,That’d be swell.,Avengers: Endgame,0.0
682,HOWARD STARK,Need the briefcase?,Avengers: Endgame,0.0
683,HANK PYM,Hello?,Avengers: Endgame,0.0
684,STEVE ROGERS,Dr. Pym?,Avengers: Endgame,0.0
685,STEVE ROGERS,"This is Captain Stevens, from shipping.  We have a package for you.",Avengers: Endgame,0.0
686,HANK PYM,So bring it up.,Avengers: Endgame,0.0
687,STEVE ROGERS,"That’s the thing, sir, we can’t.",Avengers: Endgame,0.0
688,HANK PYM,"They didn’t open it, did they?!",Avengers: Endgame,0.0
689,TONY STARK,Sauerkraut and a bouquet...big night planned?,Avengers: Endgame,0.0
690,HOWARD STARK,My wife’s expecting.  And too much time at the office.,Avengers: Endgame,0.0
691,TONY STARK,How far along is she?,Avengers: Endgame,0.0
692,HOWARD STARK,"Gee, I suppose... ...this far.  She’s at the point where she can’t stand the sound of my chewing.  So I guess I’ll be eating in the pantry again. ",Avengers: Endgame,0.0
693,TONY STARK,I have a little girl.,Avengers: Endgame,0.0
694,M.P.,You’ve never seen either of these men before?,Avengers: Endgame,0.0
695,M.P.,Describe ‘fishy’.,Avengers: Endgame,0.0
696,FEMALE SHIELD AGENT,One of them had a hippie beard.,Avengers: Endgame,0.0
697,M.P.,We talking Bee Gees or Mungo Jerry?,Avengers: Endgame,0.0
698,M.P.,This is Chesler.  We need every available agent to sub-level 6.  We have a potential breach.,Avengers: Endgame,0.0
699,PEGGY CARTER,"So, send them in. ",Avengers: Endgame,0.0
700,PEGGY CARTER,"Here we are... Crikey O’Reilly.  Sergeant?  Hang up and call Air Command.  Braddock needs back up, immediately. ",Avengers: Endgame,0.0
701,MALE AGENT,Ma’am?,Avengers: Endgame,0.0
702,TONY STARK,"Got any names, yet? ",Avengers: Endgame,0.0
703,TONY STARK,You might let that stew a while. You’ve got time.,Avengers: Endgame,0.0
704,HOWARD STARK,"What are you, couple years older than me? ",Avengers: Endgame,0.0
705,TONY STARK,Wildly.,Avengers: Endgame,0.0
706,TONY STARK,I pieced it together as I went along.  I thought about what my dad did...,Avengers: Endgame,0.0
707,TONY STARK,“No amount of money ever bought a second of time.”,Avengers: Endgame,0.0
708,EDWIN JARVIS,"Indeed, sir.  I shall endeavor to teach the lad the rudiments of judo.",Avengers: Endgame,0.0
709,TONY STARK,Count on it...,Avengers: Endgame,0.0
710,HOWARD STARK,Have we met him before?,Avengers: Endgame,0.0
711,EDWIN JARVIS,"We’ve met a lot of people, sir. ",Avengers: Endgame,0.0
712,NEBULA,I’m you-,Avengers: Endgame,0.0
713,BAD NEBULA,Shut up!,Avengers: Endgame,0.0
714,CLINT BARTON,I don’t think technically he’s a raccoon...,Avengers: Endgame,0.0
715,NATASHA ROMANOFF,Whatever.  He eats garbage-,Avengers: Endgame,0.0
716,CLINT BARTON,Creepy.,Avengers: Endgame,0.0
717,CLINT BARTON,Creepier.,Avengers: Endgame,0.0
718,NATASHA ROMANOFF,Who are you?,Avengers: Endgame,0.0
719,RED SKULL,"Consider me a guide.  To you, and to all who seek the Soul Stone. ",Avengers: Endgame,0.0
720,NATASHA ROMANOFF,The Stone is down there?,Avengers: Endgame,0.0
721,NATASHA ROMANOFF,I don’t think so.,Avengers: Endgame,0.0
722,CLINT BARTON,"Why, because he knew your daddy’s name? ",Avengers: Endgame,0.0
723,NATASHA ROMANOFF,"I didn’t. Thanos left here with the stone, and without his daughter.  You really think that’s a coincidence? Whatever it takes...",Avengers: Endgame,0.0
724,CLINT BARTON,Whatever it takes...,Avengers: Endgame,0.0
725,CLINT BARTON,Then I guess we both know who it has to be.,Avengers: Endgame,0.0
726,CLINT BARTON,I’m starting to think we don’t mean the same person.,Avengers: Endgame,0.0
727,NATASHA ROMANOFF,"For the last five years, I’ve been trying to do one thing -- get to right here.  This is all it’s been about.  Bringing everybody back. ",Avengers: Endgame,0.0
728,CLINT BARTON,Do not get all decent on me-,Avengers: Endgame,0.0
729,CLINT BARTON,Maybe you should-,Avengers: Endgame,0.0
730,NATASHA ROMANOFF,You didn’t.,Avengers: Endgame,0.0
731,NATASHA ROMANOFF,Tell them yourself.,Avengers: Endgame,0.0
732,NATASHA ROMANOFF,Let me go.,Avengers: Endgame,0.0
733,NATASHA ROMANOFF,It’s okay...,Avengers: Endgame,0.0
734,JAMES RHODES,Are you telling me that actually worked?,Avengers: Endgame,0.0
735,BRUCE BANNER,Did we get them all?,Avengers: Endgame,0.0
736,BRUCE BANNER,Where’s Nat? WHERE’S NAT?! ,Avengers: Endgame,0.0
737,TONY STARK,Do we know if she had family?,Avengers: Endgame,0.0
738,THOR,Why are you doing that?,Avengers: Endgame,0.0
739,TONY STARK,I’m just asking a question-,Avengers: Endgame,0.0
740,CLINT BARTON,We can’t get her back.,Avengers: Endgame,0.0
741,THOR,"What’s he talking about?  Of course, we can. ",Avengers: Endgame,0.0
742,CLINT BARTON,It can’t be undone.  That’s why.,Avengers: Endgame,0.0
743,THOR,That’s my point-,Avengers: Endgame,0.0
744,STEVE ROGERS,We will.,Avengers: Endgame,0.0
745,THOR,I’ll do it.,Avengers: Endgame,0.0
746,TONY STARK,"Whoa, whoa, what are you doing- ",Avengers: Endgame,0.0
747,STEVE ROGERS,"Thor, we haven’t decided who’s putting that on. ",Avengers: Endgame,0.0
748,ROCKET,Maybe I was getting around to it-,Avengers: Endgame,0.0
749,SCOTT LANG,We should at least discuss it-,Avengers: Endgame,0.0
750,TONY STARK,"Hold on, hold on- ",Avengers: Endgame,0.0
751,THOR,What do you think is coursing through my veins right now?,Avengers: Endgame,0.0
752,JAMES RHODES,Cheez Whiz?,Avengers: Endgame,0.0
753,THOR,Lightning.,Avengers: Endgame,0.0
754,STEVE ROGERS,And how do we know you can?,Avengers: Endgame,0.0
755,BRUCE BANNER,Let’s do it.,Avengers: Endgame,0.0
756,BRUCE BANNER,Got it.,Avengers: Endgame,0.0
757,TONY STARK,"Friday, why don’t you go ahead and activate Barn Door Protocol? ",Avengers: Endgame,0.0
758,BRUCE BANNER,Everybody’s coming home...,Avengers: Endgame,0.0
759,THOR,"What’s happening?  Take it off, take if off! ",Avengers: Endgame,0.0
760,TONY STARK,"Talk to me, Banner. ",Avengers: Endgame,0.0
761,BRUCE BANNER,I’m...okay...,Avengers: Endgame,0.0
762,STEVE ROGERS,Bruce!,Avengers: Endgame,0.0
763,TONY STARK,Don’t move him!,Avengers: Endgame,0.0
764,BRUCE BANNER,Did it work?,Avengers: Endgame,0.0
765,CLINT BARTON,Honey?,Avengers: Endgame,0.0
766,SCOTT LANG,"Guys, I think it-",Avengers: Endgame,0.0
767,THANOS,Daughter?,Avengers: Endgame,0.0
768,BAD NEBULA,What will you do?,Avengers: Endgame,0.0
769,THANOS,Wait.,Avengers: Endgame,0.0
770,JAMES RHODES,Canopy!  Canopy! Mayday!  Tony.  Cap.  Does anybody hear me?! Hang on! Mayday!  Mayday!  We are taking on water! ...anyone...Mayday...Mayday-,Avengers: Endgame,0.0
771,SCOTT LANG,"Wait, what...? ",Avengers: Endgame,0.0
772,ROCKET,Tell ‘em to...hurry...asses up-,Avengers: Endgame,0.0
773,JAMES RHODES,...trapped...drowning...no time...,Avengers: Endgame,0.0
774,CLINT BARTON,Cap?  Stark?  Anyone?,Avengers: Endgame,0.0
775,STEVE ROGERS,What happened?,Avengers: Endgame,0.0
776,STEVE ROGERS,Where are the others?,Avengers: Endgame,0.0
777,THOR,Absolutely nothing.,Avengers: Endgame,0.0
778,STEVE ROGERS,Where are the stones?,Avengers: Endgame,0.0
779,TONY STARK,Somewhere under all of this.  All I know is...he doesn’t have ‘em.,Avengers: Endgame,0.0
780,STEVE ROGERS,So we keep it that way.,Avengers: Endgame,0.0
781,STEVE ROGERS,Born out of blood.,Avengers: Endgame,0.0
782,GAMORA,In the future...what happens to you and me?,Avengers: Endgame,0.0
783,BRUCE BANNER,AAARRRGH!,Avengers: Endgame,0.0
784,JAMES RHODES,MAYDAY!  MAYDAY!,Avengers: Endgame,0.0
785,SCOTT LANG,HANG ON!  I’M COMING!,Avengers: Endgame,0.0
786,CLINT BARTON,"Oh, hey.  I know you.",Avengers: Endgame,0.0
787,BAD NEBULA,Father.  I have the stones.,Avengers: Endgame,0.0
788,CLINT BARTON,What- ,Avengers: Endgame,0.0
789,GAMORA,Not you.,Avengers: Endgame,0.0
790,NEBULA,You don’t have to do this.,Avengers: Endgame,0.0
791,BAD NEBULA,I am this.,Avengers: Endgame,0.0
792,NEBULA,You’ve seen what we become-,Avengers: Endgame,0.0
793,GAMORA,"Sister, listen to her- ",Avengers: Endgame,0.0
794,BAD NEBULA,Shut up.  You’re a traitor!,Avengers: Endgame,0.0
795,NEBULA,You can change.,Avengers: Endgame,0.0
796,BAD NEBULA,He won’t let me.,Avengers: Endgame,0.0
797,CLINT BARTON,I’m not even gonna ask.,Avengers: Endgame,0.0
798,FRIDAY,Boss?  Wake up!,Avengers: Endgame,0.0
799,JAMES RHODES,"See you on the other side, man.",Avengers: Endgame,0.0
800,THOR,I...knew...it...,Avengers: Endgame,0.0
801,MUFFLED VOICE,-ap-...-comin-...-ot-,Avengers: Endgame,0.0
802,SAM WILSON,Cap.  On your left.,Avengers: Endgame,0.0
803,STEPHEN STRANGE,Is that everyone?,Avengers: Endgame,0.0
804,WONG,You wanted more?!,Avengers: Endgame,0.0
805,STEVE ROGERS,Avengers...assemble.,Avengers: Endgame,0.0
806,NEBULA,Your choices were him or a tree.,Avengers: Endgame,0.0
807,STEVE ROGERS,Get those stones as far away as possible!,Avengers: Endgame,0.0
808,SCOTT LANG,Hold on! That wasn’t our only time machine.,Avengers: Endgame,0.0
809,TONY STARK,"Scott, how long do you need to get that thing working? ",Avengers: Endgame,0.0
810,SCOTT LANG,"Uh, maybe ten minutes. ",Avengers: Endgame,0.0
811,STEVE ROGERS,Get it started.  We’ll get the stones to you.,Avengers: Endgame,0.0
812,HOPE VAN DYNE,"We’re on it, Cap.",Avengers: Endgame,0.0
813,STEPHEN STRANGE,"If I tell you what happens, it won’t happen. ",Avengers: Endgame,0.0
814,EBONY MAW,"Sire, the stones! ",Avengers: Endgame,0.0
815,T'CHALLA,"Clint, give it to me.",Avengers: Endgame,0.0
816,HOPE VAN DYNE,"Wait, you know how to do that?",Avengers: Endgame,0.0
817,WANDA MAXIMOFF,You took everything from me.,Avengers: Endgame,0.0
818,THANOS,I don’t even know who you are.,Avengers: Endgame,0.0
819,WANDA MAXIMOFF,You will.,Avengers: Endgame,0.0
820,CORVUS GLAIVE,"But, sire, our troops- ",Avengers: Endgame,0.0
821,THANOS,Just do it!,Avengers: Endgame,0.0
822,PEPPER POTTS,"Um, is anyone else seeing this?",Avengers: Endgame,0.0
823,PETER PARKER,I got this...I got this...I don’t got this.,Avengers: Endgame,0.0
824,STEVE ROGERS,"Hey, Queens!  Heads up! ",Avengers: Endgame,0.0
825,PEPPER POTTS,"Hang on, kid.  I’ve got you.",Avengers: Endgame,0.0
826,ROCKET,At least we’re going out together this time...,Avengers: Endgame,0.0
827,FRIDAY,Something just entered the upper atmosphere.,Avengers: Endgame,0.0
828,GROOT,I am Groot.,Avengers: Endgame,0.0
829,STEVE ROGERS,Danvers!  We’re gonna need an assist down here!,Avengers: Endgame,0.0
830,CAROL DANVERS,Roger...Rogers...,Avengers: Endgame,0.0
831,SCOTT LANG,I’m almost there.  Where’s the glove?,Avengers: Endgame,0.0
832,PETER PARKER,"Uh, hey.  I’m Peter Parker. ",Avengers: Endgame,0.0
833,CAROL DANVERS,"Hey, Peter Parker.  You got something for me?",Avengers: Endgame,0.0
834,PETER PARKER,I don’t know how you’re gonna get it through all that-,Avengers: Endgame,0.0
835,SCOTT LANG,Thirty seconds!,Avengers: Endgame,0.0
836,THANOS,I am...inevitable.,Avengers: Endgame,0.0
837,TONY STARK,And I...am Iron Man.,Avengers: Endgame,0.0
838,PETER QUILL,Babe?  Gamora?,Avengers: Endgame,0.0
839,PEPPER POTTS,"Hey, Friday, what’ve we got? ",Avengers: Endgame,0.0
840,PEPPER POTTS,"Tony, look at me.  We’re going to be okay... You can rest now.",Avengers: Endgame,0.0
841,WANDA MAXIMOFF,She knows.  They both do.,Avengers: Endgame,0.0
842,HAPPY HOGAN,"How are you doing, squirt?  You hungry? ",Avengers: Endgame,0.0
843,MORGAN STARK,"Uh, huh. ",Avengers: Endgame,0.0
844,MORGAN STARK,Cheeseburgers?,Avengers: Endgame,0.0
845,VALKYRIE,So when can we expect you back?,Avengers: Endgame,0.0
846,THOR,About that...,Avengers: Endgame,0.0
847,VALKYRIE,"Thor, your people need a king. ",Avengers: Endgame,0.0
848,THOR,"It’s time to be who I am, rather than who I’m supposed to be.  And a leader is who you are.",Avengers: Endgame,0.0
849,VALKYRIE,"You know, I’d make a lot of changes around here. ",Avengers: Endgame,0.0
850,THOR,"I’m counting on it, Your Majesty.",Avengers: Endgame,0.0
851,VALKYRIE,What will you do?,Avengers: Endgame,0.0
852,PETER QUILL,"You know, I’m still in charge, here, right? ",Avengers: Endgame,0.0
853,THOR,Of course.  Of course...,Avengers: Endgame,0.0
854,PETER QUILL,That’s not necessary...,Avengers: Endgame,0.0
855,GROOT,I am Groot!,Avengers: Endgame,0.0
856,PETER QUILL,Me. Right?,Avengers: Endgame,0.0
857,STEVE ROGERS,Got it.  I’ll clip all the branches.,Avengers: Endgame,0.0
858,STEVE ROGERS,"Me, too. ",Avengers: Endgame,0.0
859,SAM WILSON,How long’s this gonna take?,Avengers: Endgame,0.0
860,STEVE ROGERS,You bet.,Avengers: Endgame,0.0
861,BRUCE BANNER,"Going Quantum in three, two, one.  Aaand, returning in five... four...three...two...one-",Avengers: Endgame,0.0
862,SAM WILSON,Where is he?,Avengers: Endgame,0.0
863,BRUCE BANNER,I don’t know.  He blew past our time stamp.  He should be here.,Avengers: Endgame,0.0
864,SAM WILSON,Get him back!,Avengers: Endgame,0.0
865,BRUCE BANNER,I’m trying.,Avengers: Endgame,0.0
866,BRUCE BANNER,I’M TRYING!,Avengers: Endgame,0.0
867,BUCKY BARNES,Sam.,Avengers: Endgame,0.0
868,SAM WILSON,"Hey, Cap.",Avengers: Endgame,0.0
869,STEVE ROGERS,"Hi, Sam. ",Avengers: Endgame,0.0
870,SAM WILSON,Something go wrong...or something go right?,Avengers: Endgame,0.0
871,STEVE ROGERS,"I thought, after everything that’s happened...maybe I should try out some of that life Tony always told me to get. ",Avengers: Endgame,0.0
872,SAM WILSON,How was it?,Avengers: Endgame,0.0
873,SAM WILSON,Only thing bumming me out is now I live in a world without Captain America.,Avengers: Endgame,0.0
874,STEVE ROGERS,That’s kind of why I’m here.,Avengers: Endgame,0.0
875,SAM WILSON,Where did you even get this?,Avengers: Endgame,0.0
876,STEVE ROGERS,I had a little time to travel. Try it on. How does it feel?,Avengers: Endgame,0.0
877,STEVE ROGERS,It isn’t.,Avengers: Endgame,0.0
878,STEVE ROGERS,That’s why it’s yours.,Avengers: Endgame,0.0
879,SAM WILSON,You gonna tell me about her?,Avengers: Endgame,0.0
880,STEVE ROGERS,Nope.  I don’t think I will.,Avengers: Endgame,0.0
881,TONY STARK,That thing is channeling enough energy to light up a continent. You’re in no condition-,Avengers: Endgame,-0.0258
882,STEVE ROGERS,She leave the house today?,Avengers: Endgame,-0.0516
883,TONY STARK,"Stop, Scott.  Stop.  Are you telling me that your plan to save the universe is more than loosely based on Back to the Future? ",Avengers: Endgame,-0.0516
884,SCOTT LANG,I’m sorry.  I’m back...I’m back...I’m back...,Avengers: Endgame,-0.0772
885,STEVE ROGERS,Sorry.  Force of habit.,Avengers: Endgame,-0.0772
886,NATASHA ROMANOFF,I’m sorry.  It must’ve been a long five years.,Avengers: Endgame,-0.0772
887,MORGAN STARK,That was a bad story. He runs his hand over her hair.,Avengers: Endgame,-0.0772
888,THOR,"Noobmaster, this is Thor, again. God of Thunder.  This is your last warning.  Log off this game or I will come to your basement, rip off your arms and shove them up your butt.  Right, who wants a drink? ",Avengers: Endgame,-0.0772
889,NATASHA ROMANOFF,I’m just sorry I couldn’t give it sooner.,Avengers: Endgame,-0.0772
890,THOR,"Okay, maybe just stop talking. ",Avengers: Endgame,-0.0772
891,JAMES RHODES,Sorry about that.  I know you guys were teammates and everything.,Avengers: Endgame,-0.0772
892,ROCKET,"All right.  The glove’s ready. Question is, who’s gonna snap their freaking fingers?",Avengers: Endgame,-0.0772
893,VALKYRIE,Are you serious?,Avengers: Endgame,-0.0772
894,BRUCE BANNER,"Okay, Clint, you might feel a little disoriented when you chronoshift- ",Avengers: Endgame,-0.079
895,ALEXANDER PIERCE,My friends call me Mr. Secretary.  I have to ask you to turn the prisoner over to me.,Avengers: Endgame,-0.1027
896,STEVE ROGERS,How vague?,Avengers: Endgame,-0.1027
897,GAMORA,That’s hard to believe.,Avengers: Endgame,-0.1027
898,NEBULA,A lot of things that happen will be hard to believe.,Avengers: Endgame,-0.1027
899,TONY STARK,Yep.  We’re all kinds of stubborn.,Avengers: Endgame,-0.128
900,BAD NEBULA,He’ll miss it.,Avengers: Endgame,-0.1531
901,BRUCE BANNER,"No.  But it can erase it. Because once we’re done with the stones, we can return each one to its own timeline.  At the moment it was taken.  So chronologically, in that reality, the stone never left. ",Avengers: Endgame,-0.1531
902,TONY STARK,"Come on, you little hexahedron, where are you hiding? You may not know it now, but someday you’re going to be a real pain-in-the-ass.",Avengers: Endgame,-0.1531
903,FEMALE SHIELD AGENT,No.  But I have an eye for this. Something looked fishy.,Avengers: Endgame,-0.1531
904,TONY STARK,"I read life signs, maybe 800 feet down, but it’s hard to tell. What’s he been doing?",Avengers: Endgame,-0.1531
905,BRUCE BANNER,"You know, I tried.  When I had the gauntlet.  I really tried to bring her back. I miss her. ",Avengers: Endgame,-0.1531
906,NEBULA,You could stop this.  You know you want to. Did you see what happens in the future?  Thanos finds the Soul Stone. You want to know how he does that? You want to know what he does to you-,Avengers: Endgame,-0.168
907,GRIEVING MAN,I cried just before dessert.  But I’m seeing him again tomorrow. So...,Avengers: Endgame,-0.2023
908,BRUCE BANNER,Strange?,Avengers: Endgame,-0.2023
909,BRUCE BANNER,I’m looking for Dr. Strange.,Avengers: Endgame,-0.2023
910,BRUCE BANNER,Strange gave Thanos the Time Stone.,Avengers: Endgame,-0.2023
911,NEBULA,Do you hear me complaining?,Avengers: Endgame,-0.2023
912,FRIGGA,"You’re no idiot.  You’re here, aren’t you?  Seeking counsel from the smartest person in Asgard? ",Avengers: Endgame,-0.2168
913,TONY STARK,You’re not helping-,Avengers: Endgame,-0.2235
914,STEVE ROGERS,No.  I want to do it right. We’re going to need a really big brain.,Avengers: Endgame,-0.2263
915,BRUCE BANNER,These are confusing times.,Avengers: Endgame,-0.2263
916,THANOS,No.  The same Nebula.  From two different times. Set course for Morag.  And scan the duplicate’s memories. I want to see everything...,Avengers: Endgame,-0.2263
917,THOR,Not.  Cool.  Man.,Avengers: Endgame,-0.2411
918,HOWARD STARK,Seems very familiar. Weird beard.,Avengers: Endgame,-0.2449
919,BRUCE BANNER,I’m seriously sorry but...I wasn’t asking.,Avengers: Endgame,-0.25
920,GAMORA,This is the one?  Seriously?,Avengers: Endgame,-0.264
921,VALKYRIE,Yeah.  But you’re not going to like where it’s parked.,Avengers: Endgame,-0.2651
922,ROCKET,"When Thanos snapped his fingers, Earth become ground zero for a power surge of ridiculously cosmic proportions.  No one’s seen anything like it. Until two days ago.",Avengers: Endgame,-0.2732
